OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,2010_POP,2015_POP,2021_POP
561,561,48,201,510202,48201510202,5102.02,Census Tract 5102.02,G5020,S,2632114,21348,29.7710447,-95.3873012,3533821.6015625,10771.8051168704,0,14.6638002,19.0,2.91258,3514.0,23.2042007,137.3970032,3514.0,2.0,2.0,64.0,33.1114998,44.2075996,,,
562,562,48,201,410102,48201410102,4101.02,Census Tract 4101.02,G5020,S,772868,16740,29.7591689,-95.3790614,1051317.2890625,5604.84746752995,0,12.6824999,17.0,3.9447899,12490.0,30.0877991,210.6490021,12490.0,0.0,0.0,64.0,43.2664986,46.0133018,,,
563,563,48,201,410201,48201410201,4102.01,Census Tract 4102.01,G5020,S,625961,14080,29.7589404,-95.3910167,852198.046875,3962.62817333566,0,11.3121004,16.0,3.9613199,2139.0,40.1223984,184.625,2139.0,2.0,2.0,64.0,53.4845009,42.0443001,,,
564,564,48,201,510201,48201510201,5102.01,Census Tract 5102.01,G5020,S,906526,27962,29.764735,-95.3857825,1244366.375,5702.82000839602,0,11.7210999,19.0,3.97139,2164.0,23.7975998,116.552002,2164.0,1.0,2.0,4.0,18.7381001,33.7230988,,,
565,565,48,201,341600,48201341600,3416.0,Census Tract 3416,G5020,S,19042442,2001024,29.5915864,-95.012444,27926434.5625,29235.443327879,0,3.1860399,15.0,1.5029,103356.0,103.6569977,1936.1800537,103356.0,1.0,2.0,4.0,33.4290009,53.6808014,5546.0,3576.0,1541.0
566,566,48,201,310800,48201310800,3108.0,Census Tract 3108,G5020,S,1899584,31783,29.7299752,-95.3107949,2570051.78125,7691.05356233265,0,8.3743,14.0,2.6868701,35361.0,157.427002,2063.7099609,35361.0,0.0,0.0,4.0,26.4878998,38.1654015,2352.0,7112.0,2446.0
567,567,48,201,233300,48201233300,2333.0,Census Tract 2333,G5020,S,10775550,1231681,29.7542552,-95.2006244,15985684.6484375,24914.7972621046,-1,5.6456499,20.0,2.84126,301931.0,381.5620117,8097.4301758,301931.0,1.0,2.0,4.0,31.7812996,49.9171982,5051.0,2508.0,2776.0
568,568,48,201,232500,48201232500,2325.0,Census Tract 2325,G5020,S,11446550,90689,29.8059971,-95.2502681,15375328.0039063,20175.207837319296,0,10.6738005,36.0,2.7909801,23062.0,57.9818993,719.8980103,23062.0,1.0,2.0,1.0,34.4669991,54.3805008,2941.0,2995.0,2080.0
569,569,48,201,454400,48201454400,4544.0,Census Tract 4544,G5020,S,32666440,1131204,29.7454505,-95.6690868,44991087.88281249,30518.004037241695,19,27.1347008,38.0,1.38908,75561.0,76.5154037,864.7420044,75561.0,1.0,1.0,1.0,32.8624001,49.3647003,,,
570,570,48,201,432402,48201432402,4324.02,Census Tract 4324.02,G5020,S,1102010,0,29.7238351,-95.5519751,1466249.4296875,5163.630849857849,13,22.3824005,30.0,1.24629,3271.0,36.5107994,197.9530029,3271.0,0.0,0.0,1.0,21.2931995,37.0196991,,,
571,571,48,201,432401,48201432401,4324.01,Census Tract 4324.01,G5020,S,711137,0,29.7231758,-95.5432705,946168.71875,4405.97377282983,20,22.0739994,24.0,0.44911,4302.0,15.7652998,102.163002,4302.0,0.0,0.0,64.0,47.2542,47.7514992,,,
572,572,48,201,452401,48201452401,4524.01,Census Tract 4524.01,G5020,S,882141,0,29.7139369,-95.5795752,1173478.2578125,5096.33066259047,16,22.8964996,28.0,0.901775,1549.0,18.6555004,88.1343994,1549.0,1.0,1.0,4.0,21.4001999,36.914299,,,
573,573,48,201,450401,48201450401,4504.01,Census Tract 4504.01,G5020,S,432816,263,29.7732999,-95.6099354,576785.34375,3192.23711425572,25,26.5541,27.0,0.505385,1215.0,20.6364994,74.4375992,1215.0,0.0,0.0,64.0,30.9396992,34.9393997,,,
574,574,48,201,452204,48201452204,4522.04,Census Tract 4522.04,G5020,S,566409,0,29.7330201,-95.5683818,753753.296875,4113.40074658214,21,23.0209999,24.0,0.318924,6605.0,24.2304993,206.7059937,6605.0,0.0,0.0,4.0,21.9678001,35.5037994,,,
575,575,48,201,432301,48201432301,4323.01,Census Tract 4323.01,G5020,S,428184,0,29.7324592,-95.5413274,569805.5546875,3442.8770253392295,21,21.7558002,23.0,0.43537,5040.0,70.4322968,512.8619995,5040.0,0.0,0.0,1.0,22.9804001,39.5401993,,,
576,576,48,201,452203,48201452203,4522.03,Census Tract 4522.03,G5020,S,796404,0,29.7317086,-95.5619818,1059795.4296875,4781.7242131516,20,23.0811005,32.0,0.980456,1142.0,10.9724998,52.7489014,1142.0,0.0,0.0,64.0,32.6208992,40.7825012,,,
577,577,48,201,454305,48201454305,4543.05,Census Tract 4543.05,G5020,S,1682946,0,29.7269102,-95.6489919,2239330.15625,6332.21005575726,24,26.8309994,29.0,0.624918,3419.0,28.7024994,157.5269928,3419.0,1.0,1.0,4.0,26.8405991,47.1665993,,,
578,578,48,201,454304,48201454304,4543.04,Census Tract 4543.04,G5020,S,833103,6490,29.7227135,-95.6578548,1117092.40625,5315.0506605108,23,27.5394993,29.0,0.611602,5979.0,34.3829994,238.2400055,5979.0,0.0,0.0,4.0,23.8663006,41.4234009,,,
579,579,48,201,452702,48201452702,4527.02,Census Tract 4527.02,G5020,S,1766239,1651,29.6955682,-95.6307057,2350920.671875,6305.75042380812,20,25.7192001,28.0,0.971854,3123.0,20.7749004,118.0100021,3123.0,0.0,0.0,64.0,37.0853004,47.2820015,,,
580,580,48,201,452103,48201452103,4521.03,Census Tract 4521.03,G5020,S,644005,0,29.7315502,-95.5754462,856987.234375,4350.6052452039,22,23.1571999,24.0,0.365335,2976.0,41.2638016,189.0529938,2976.0,0.0,0.0,1.0,15.7697001,31.9209995,,,
581,581,48,201,451004,48201451004,4510.04,Census Tract 4510.04,G5020,S,362727,0,29.7387558,-95.5848866,482759.4140625,2784.494281541,21,23.3477001,24.0,0.487747,9679.0,158.4559937,609.9459839,9679.0,0.0,0.0,16.0,19.3523998,25.7996998,,,
582,582,48,201,451407,48201451407,4514.07,Census Tract 4514.07,G5020,S,266265,21295,29.739641,-95.6163322,382720.83203125,2858.8382252467295,21,24.2905006,25.0,0.586243,2757.0,48.7429008,192.8280029,2757.0,1.0,1.0,4.0,24.4445992,47.7845993,,,
583,583,48,201,450803,48201450803,4508.03,Census Tract 4508.03,G5020,S,1083155,0,29.7530873,-95.5683386,1441990.99609375,5662.70784131111,19,22.2658005,24.0,0.58769,3815.0,30.9493999,172.4640045,3815.0,0.0,0.0,64.0,38.1048012,41.4580994,,,
584,584,48,201,422304,48201422304,4223.04,Census Tract 4223.04,G5020,S,522746,0,29.6531035,-95.506412,694530.9609375,4711.7742971154,12,18.5855007,20.0,0.896949,3538.0,54.9726982,287.3930054,3538.0,1.0,1.0,64.0,31.1208,35.0647011,,,
585,585,48,201,331501,48201331501,3315.01,Census Tract 3315.01,G5020,S,2224398,5612,29.634145,-95.3590655,2961834.71484375,8560.09513749757,4,12.9138002,16.0,1.60936,21101.0,78.0189972,1080.3499756,21101.0,1.0,1.0,64.0,36.4835014,41.0922012,,,
586,586,48,201,412902,48201412902,4129.02,Census Tract 4129.02,G5020,S,1221320,23950,29.6862533,-95.445239,1655544.12890625,6071.47361961768,7,14.7034998,21.0,1.23535,5276.0,40.7332993,237.871994,5276.0,0.0,0.0,64.0,44.0525017,39.0586014,,,
587,587,48,201,412901,48201412901,4129.01,Census Tract 4129.01,G5020,S,806958,40770,29.6850348,-95.452935,1127084.76953125,4564.94543958875,7,14.8747997,22.0,1.59975,3810.0,27.0417004,186.4190063,3810.0,0.0,0.0,4.0,30.8558998,48.0588989,,,
588,588,48,201,543202,48201543202,5432.02,Census Tract 5432.02,G5020,S,35442476,8560,29.8098912,-95.605573,47248860.97656249,27733.8474838322,19,27.8197994,37.0,1.63437,17909.0,44.6529999,346.0960083,17909.0,1.0,1.0,4.0,28.9424992,58.7336998,,,
589,589,48,201,554408,48201554408,5544.08,Census Tract 5544.08,G5020,S,7751089,39950,30.003513,-95.6730825,10422777.4257813,18094.7119394372,39,46.7678986,51.0,1.8923,5088.0,23.2441006,128.9199982,5088.0,1.0,2.0,1.0,31.6548004,48.1050987,,,
590,590,48,201,554406,48201554406,5544.06,Census Tract 5544.06,G5020,S,6771022,36427,30.0135715,-95.714333,9108407.82421875,14532.7350966047,44,50.0234985,54.0,1.60878,6312.0,25.1905003,150.5559998,6312.0,1.0,2.0,1.0,31.3022003,45.7066002,,,
591,591,48,201,320902,48201320902,3209.02,Census Tract 3209.02,G5020,S,1278258,1914,29.6477918,-95.2317334,1700774.5390625,5548.09700893604,7,9.6785097,11.0,0.519997,3694.0,38.2610016,205.276001,3694.0,1.0,1.0,64.0,30.9148006,37.8074989,,,
592,592,48,201,342801,48201342801,3428.01,Census Tract 3428.01,G5020,S,2276348,1130,29.6860043,-95.102856,3027897.80859375,7228.044486072899,5,8.7262096,10.0,0.602808,9218.0,63.2005997,504.2569885,9218.0,1.0,1.0,1.0,27.0750008,46.0811005,,,
593,593,48,201,232801,48201232801,2328.01,Census Tract 2328.01,G5020,S,923394,3869,29.7880273,-95.1983573,1235296.2421875,7112.07363042683,0,7.7034798,11.0,2.23998,49093.0,133.2050018,2099.7399902,49093.0,2.0,2.0,4.0,18.4559002,32.6534004,,,
594,594,48,201,322701,48201322701,3227.01,Census Tract 3227.01,G5020,S,797094,0,29.6950477,-95.1662502,1059946.87109375,4284.92799326877,6,9.7427301,11.0,0.52123,3435.0,40.4612999,212.223999,3435.0,0.0,0.0,1.0,31.0599003,41.8829994,,,
595,595,48,201,253502,48201253502,2535.02,Census Tract 2535.02,G5020,S,3428942,11748,29.7785633,-95.012249,4582907.13671875,11043.5391460523,2,7.47473,16.0,1.32266,4739.0,19.4925003,101.2890015,4739.0,1.0,2.0,1.0,34.3788986,57.1072006,,,
596,596,48,201,533302,48201533302,5333.02,Census Tract 5333.02,G5020,S,1637183,0,29.8793086,-95.4249141,2185018.05859375,6940.84978254175,24,26.0028992,27.0,0.246281,4331.0,30.4125004,142.8970032,4331.0,0.0,0.0,64.0,29.2926998,34.1425018,,,
597,597,48,201,252601,48201252601,2526.01,Census Tract 2526.01,G5020,S,3869033,0,29.7911155,-95.1159594,5154677.69140625,9415.87586641682,0,8.3534698,14.0,1.17067,4016.0,28.6648006,161.5670013,4016.0,0.0,0.0,1.0,22.1928005,41.2224007,,,
598,598,48,201,252602,48201252602,2526.02,Census Tract 2526.02,G5020,S,29554531,5105284,29.8422106,-95.1122938,46213426.53125,46024.6811133616,-1,7.6967802,20.0,4.9394102,1059670.0,2087.7800293,43391.1992188,1059670.0,2.0,3.0,4.0,30.7688999,47.2874985,,,
599,599,48,201,252901,48201252901,2529.01,Census Tract 2529.01,G5020,S,4096164,4030845,29.814116,-95.0735465,10832033.6914063,18249.7076217222,0,3.8536,12.0,4.6991701,984506.0,1354.5999756,34132.1015625,984506.0,3.0,3.0,64.0,34.4626007,30.8239994,,,
600,600,48,201,533402,48201533402,5334.02,Census Tract 5334.02,G5020,S,4692610,33237,29.8848401,-95.4453403,6307930.0,14135.8877502937,23,26.4393005,30.0,0.556445,2928.0,22.3404999,120.7259979,2928.0,0.0,0.0,16.0,30.1362,47.0564003,,,
601,601,48,201,533903,48201533903,5339.03,Census Tract 5339.03,G5020,S,1671607,0,29.9218656,-95.4861431,2232846.96484375,6948.25735581264,28,31.0776997,33.0,0.761103,2388.0,15.4938002,92.0999985,2388.0,0.0,0.0,1.0,37.464901,55.5330009,,,
602,602,48,201,541701,48201541701,5417.01,Census Tract 5417.01,G5020,S,7983287,97374,29.8204624,-95.6562593,10772642.078125,15140.959042096,27,32.1654015,37.0,1.55352,9746.0,45.0567017,337.4169922,9746.0,1.0,2.0,64.0,30.1790009,41.0390015,,,
603,603,48,201,541902,48201541902,5419.02,Census Tract 5419.02,G5020,S,2963455,41428,29.825727,-95.6982359,4005880.4648437505,8477.62857258801,14,35.7972984,45.0,3.0130999,2138.0,21.5648003,107.6709976,2138.0,1.0,1.0,1.0,27.8311996,49.3866005,,,
604,604,48,201,241503,48201241503,2415.03,Census Tract 2415.03,G5020,S,17704664,48704,29.9589078,-95.3477716,23729052.5703125,35485.8860567545,15,23.4866009,34.0,1.44092,13804.0,28.3696003,226.3990021,13804.0,2.0,2.0,4.0,26.1951008,40.4752998,,,
605,605,48,201,240503,48201240503,2405.03,Census Tract 2405.03,G5020,S,216155,0,29.9497216,-95.3889544,288888.23046875,2903.67537280975,18,23.7266006,28.0,0.850237,943.0,26.2635994,98.1408005,943.0,2.0,2.0,4.0,14.7423,29.2493,,,
606,606,48,201,222702,48201222702,2227.02,Census Tract 2227.02,G5020,S,6020754,3368,29.9351531,-95.3408688,8048839.1875,19291.708156501,14,22.2525997,28.0,1.06339,8856.0,34.9096985,230.3200073,8856.0,2.0,2.0,16.0,27.3922005,37.3469009,,,
607,607,48,201,550102,48201550102,5501.02,Census Tract 5501.02,G5020,S,2644246,10447,29.9417695,-95.4293818,3547477.3515625,9537.92792483946,23,28.4946003,38.0,1.2086999,2682.0,21.5004005,132.6790009,2682.0,1.0,1.0,1.0,30.1179008,40.7727013,,,
608,608,48,201,250403,48201250403,2504.03,Census Tract 2504.03,G5020,S,2063345,2191053,30.0011721,-95.1425237,5691661.4296875,10488.023232899,13,15.3941002,21.0,2.7064099,288647.0,2350.3000488,23114.5,288647.0,2.0,2.0,4.0,13.5846004,28.0741005,,,
609,609,48,201,250801,48201250801,2508.01,Census Tract 2508.01,G5020,S,3029576,1144902,30.0140464,-95.1517558,5586019.23046875,14957.9415017767,13,17.8614006,22.0,3.3076501,288415.0,416.7279968,8675.7001953,288415.0,2.0,2.0,4.0,26.6200008,39.6282997,,,
610,610,48,201,555001,48201555001,5550.01,Census Tract 5550.01,G5020,S,1949304,6096,30.067281,-95.460054,2619494.3515625,9159.33081193536,35,38.9925995,42.0,1.05775,2005.0,17.4109001,83.3050995,2005.0,0.0,0.0,4.0,28.2854996,50.4836998,,,
611,611,48,201,533804,48201533804,5338.04,Census Tract 5338.04,G5020,S,5023859,10401,29.9144722,-95.4612214,6723308.1328125,15831.7974410891,23,28.2327003,33.0,1.5397201,4627.0,25.3558006,145.4049988,4627.0,1.0,2.0,4.0,24.5681992,42.594101,,,
612,612,48,201,333801,48201333801,3338.01,Census Tract 3338.01,G5020,S,5143216,77750,29.6177853,-95.2911513,6931404.71875,13081.0734206268,9,13.8301001,21.0,0.90478,6139.0,27.8369007,146.9960022,6139.0,0.0,0.0,4.0,22.3785,38.7326012,,,
613,613,48,201,252002,48201252002,2520.02,Census Tract 2520.02,G5020,S,24574867,4547242,29.8906515,-95.1693923,38876340.625,29128.450616586895,10,14.7959995,20.0,1.19318,28526.0,53.7279015,516.5479736,28526.0,1.0,1.0,4.0,20.7420998,34.1146011,,,
614,614,48,201,240400,48201240400,2404.0,Census Tract 2404,G5020,S,20895916,107476,29.9875102,-95.3732973,28091629.1210938,28416.3939229302,17,28.0074997,51.0,3.12322,8238.0,26.4755993,152.8999939,8238.0,1.0,2.0,4.0,26.2194004,42.4840012,6994.0,3641.0,3694.0
615,615,48,201,532200,48201532200,5322.0,Census Tract 5322,G5020,S,1860148,14673,29.8569939,-95.4844214,2501044.58203125,6885.15812564163,19,24.5426006,27.0,0.654136,1366.0,15.5978003,76.5754013,1366.0,1.0,1.0,4.0,28.0660992,41.5625992,2762.0,2015.0,1691.0
616,616,48,201,555200,48201555200,5552.0,Census Tract 5552,G5020,S,18667837,106617,30.0968234,-95.4685384,25165122.9804688,26438.5389624186,23,38.982399,49.0,4.4419899,7301.0,35.7260017,243.6109924,7301.0,2.0,2.0,64.0,36.4510994,47.6337013,5804.0,1747.0,2836.0
617,617,48,201,431600,48201431600,4316.0,Census Tract 4316,G5020,S,2940541,8379,29.764816,-95.4842774,3926743.7304687505,12857.1029264954,4,17.3239994,22.0,2.9828601,5146.0,21.7768002,144.2660065,5146.0,2.0,2.0,64.0,35.2887993,39.4681015,3323.0,3150.0,2808.0
618,618,48,201,340400,48201340400,3404.0,Census Tract 3404,G5020,S,1586605,17787,29.5814459,-95.112162,2128634.0078125,5826.684914563,0,6.1486001,10.0,1.3928,17285.0,134.5059967,1198.5100098,17285.0,0.0,0.0,64.0,39.2038002,43.200901,1490.0,4377.0,3058.0
619,619,48,201,310900,48201310900,3109.0,Census Tract 3109,G5020,S,1740205,12151,29.7357279,-95.3009728,2332104.875,7420.740641411909,0,9.5629196,11.0,1.3412499,36477.0,90.2798996,1566.3199463,36477.0,0.0,0.0,4.0,20.9246998,33.9996986,5809.0,5380.0,2890.0
620,620,48,201,252500,48201252500,2525.0,Census Tract 2525,G5020,S,30308608,10152714,29.7661133,-95.1281275,53875814.1875,39661.412394116895,-1,4.9393301,22.0,3.1761,598889.0,1128.4300537,22732.5,598889.0,1.0,3.0,4.0,24.4678993,39.7289009,4416.0,16250.0,2999.0
621,621,48,201,452300,48201452300,4523.0,Census Tract 4523,G5020,S,2008784,5633,29.7078193,-95.5654888,2679544.87109375,6540.9530727251,15,22.1662006,28.0,1.22885,5538.0,34.5530014,241.4080048,5538.0,1.0,1.0,16.0,23.3428993,37.4132004,3087.0,1249.0,4056.0
622,622,48,201,412500,48201412500,4125.0,Census Tract 4125,G5020,S,645526,266,29.7086859,-95.4354835,858987.328125,5547.146728401,12,14.9589996,16.0,0.46854,1478.0,13.4470997,65.1735001,1478.0,0.0,0.0,1.0,30.5093994,45.9208984,1691.0,6534.0,2442.0
623,623,48,201,531000,48201531000,5310.0,Census Tract 5310,G5020,S,2386236,0,29.8251751,-95.4199886,3181311.2265625,7721.917362810151,16,22.7782001,24.0,0.626523,7057.0,49.4445,334.7730103,7057.0,0.0,0.0,4.0,19.0932007,35.1893005,4325.0,1540.0,6820.0
624,624,48,201,552200,48201552200,5522.0,Census Tract 5522,G5020,S,9982513,49844,29.9523563,-95.6385056,13407161.2695313,20300.1400584939,34,41.5858002,49.0,1.3489701,5377.0,24.6271992,136.6260071,5377.0,1.0,2.0,64.0,38.7722015,47.7738991,6747.0,5613.0,2884.0
625,625,48,201,341700,48201341700,3417.0,Census Tract 3417,G5020,S,2635168,287337,29.6232275,-95.0105383,3880772.9414062495,14044.9203959599,0,2.57096,5.0,1.07995,3753.0,48.3801994,232.5420074,3753.0,0.0,0.0,1.0,27.4965992,41.6290016,2485.0,6631.0,2679.0
626,626,48,201,321800,48201321800,3218.0,Census Tract 3218,G5020,S,1304923,3611,29.6876863,-95.2376936,1739798.5546875,5857.29049719853,0,8.1746597,10.0,0.896952,4700.0,28.1947994,172.2250061,4700.0,1.0,1.0,16.0,23.6657009,31.8719006,4005.0,2637.0,2939.0
627,627,48,201,311200,48201311200,3112.0,Census Tract 3112,G5020,S,2940066,119809,29.7189931,-95.2991593,4070864.3945312495,9133.52805810991,0,8.6275196,14.0,2.55919,41345.0,164.4199982,2156.6298828,41345.0,0.0,0.0,16.0,37.1375999,40.2584,5365.0,4537.0,4482.0
628,628,48,201,211000,48201211000,2110.0,Census Tract 2110,G5020,S,1119665,0,29.7970912,-95.3321489,1491894.10546875,5376.01318705766,11,14.0257998,22.0,0.846149,1304.0,12.4365997,56.759201,1304.0,1.0,1.0,1.0,27.6912003,46.7659988,1479.0,1854.0,4150.0
629,629,48,201,211200,48201211200,2112.0,Census Tract 2112,G5020,S,1702869,0,29.7981731,-95.3203735,2269029.453125,7180.38999816678,9,13.2546997,19.0,0.573298,2939.0,36.5430984,158.3170013,2939.0,1.0,2.0,64.0,33.2723007,37.9272003,2617.0,2553.0,3882.0
630,630,48,201,211400,48201211400,2114.0,Census Tract 2114,G5020,S,3607142,119587,29.7658176,-95.3288618,4962603.4765625,10503.1054383949,0,11.2074003,19.0,2.7771399,33058.0,111.4800034,1478.3699951,33058.0,1.0,1.0,4.0,26.8736992,44.4921989,4234.0,6001.0,9134.0
631,631,48,201,232600,48201232600,2326.0,Census Tract 2326,G5020,S,6119444,2143,29.7844995,-95.2495802,8154445.10546875,12922.0652170525,1,9.5326099,18.0,1.43812,5116.0,24.2070007,145.1060028,5116.0,1.0,1.0,4.0,30.2371998,40.1618004,3159.0,4585.0,2213.0
632,632,48,201,413000,48201413000,4130.0,Census Tract 4130,G5020,S,1600832,10022,29.6974479,-95.4423158,2142154.34765625,7120.69462866667,7,14.8210001,17.0,0.980004,6489.0,54.174099,339.0620117,6489.0,1.0,1.0,4.0,18.9867001,32.5910988,3313.0,6977.0,1460.0
633,633,48,201,420800,48201420800,4208.0,Census Tract 4208,G5020,S,2101299,15672,29.684459,-95.4692251,2814491.34375,6718.67814080024,8,15.7319002,22.0,1.06511,15302.0,29.6620998,205.6340027,15302.0,1.0,1.0,16.0,22.0548992,32.2653999,2794.0,2356.0,6266.0
634,634,48,201,251800,48201251800,2518.0,Census Tract 2518,G5020,S,36214995,216607,29.9733747,-95.0333022,48703064.82031249,33870.4376884145,12,17.5925999,22.0,1.18248,14831.0,49.3227997,322.7969971,14831.0,1.0,2.0,4.0,25.1345005,40.729599,1672.0,2214.0,8405.0
635,635,48,201,540700,48201540700,5407.0,Census Tract 5407,G5020,S,7463132,85957,29.857098,-95.6131462,10070737.9570313,17211.8113563106,23,33.0667,43.0,2.4677999,3707.0,25.9426003,132.1829987,3707.0,2.0,2.0,16.0,23.2611008,38.2290993,7539.0,5321.0,2621.0
636,636,48,201,252800,48201252800,2528.0,Census Tract 2528,G5020,S,61006235,3277832,29.8576461,-95.0195754,85765406.9335938,47222.332289211,-2,10.2107,20.0,4.3523102,946907.0,571.7329712,22005.8007812,946907.0,2.0,2.0,1.0,30.4654007,48.4081001,4562.0,10592.0,3177.0
637,637,48,201,411600,48201411600,4116.0,Census Tract 4116,G5020,S,1364714,0,29.735475,-95.453745,1816199.5078125,5609.09801213948,14,17.7506008,30.0,0.981632,6717.0,50.612999,382.5920105,6717.0,0.0,0.0,4.0,23.3097,34.3642998,2262.0,2422.0,3369.0
638,638,48,201,332900,48201332900,3329.0,Census Tract 3329,G5020,S,1846239,0,29.690418,-95.2904739,2454847.03515625,6771.56220280627,7,10.2306995,17.0,0.838028,2709.0,32.2247009,150.6920013,2709.0,0.0,0.0,64.0,38.330101,40.8317986,5511.0,4620.0,3055.0
639,639,48,201,254800,48201254800,2548.0,Census Tract 2548,G5020,S,18513583,2678081,29.7455562,-95.008638,28208785.6484375,24919.4881384798,-2,5.6760998,20.0,2.4892199,29258.0,37.8373985,445.6749878,29258.0,1.0,2.0,4.0,30.4645996,51.6950989,,,
640,640,48,201,221800,48201221800,2218.0,Census Tract 2218,G5020,S,3141445,1967,29.882525,-95.3610554,4195532.67578125,9443.62345177428,15,20.8945999,26.0,0.682092,4628.0,32.7661018,156.0469971,4628.0,1.0,2.0,1.0,31.5202999,40.5031013,3374.0,8648.0,2207.0
641,641,48,201,221900,48201221900,2219.0,Census Tract 2219,G5020,S,2664061,0,29.8818677,-95.3491038,3555691.8359375,8481.3879693182,13,19.0135002,22.0,1.05814,6519.0,57.6068993,343.1919861,6519.0,2.0,2.0,1.0,29.1250992,45.4972,4124.0,4284.0,2951.0
642,642,48,201,222000,48201222000,2220.0,Census Tract 2220,G5020,S,1136544,329,29.8680795,-95.336921,1516967.74609375,5736.73684472251,12,17.2371006,24.0,0.989597,9536.0,67.7766037,558.1380005,9536.0,2.0,2.0,16.0,21.1429005,32.4249992,2228.0,3823.0,3767.0
643,643,48,201,520400,48201520400,5204.0,Census Tract 5204,G5020,S,2040581,2708,29.8068975,-95.4769954,2723183.59765625,7626.586964695239,21,22.5863991,25.0,0.96354,2449.0,27.8640003,139.048996,2449.0,0.0,0.0,4.0,20.4685993,37.6096001,3306.0,4484.0,2152.0
644,644,48,201,350700,48201350700,3507.0,Census Tract 3507,G5020,S,1433039,38163,29.526809,-95.1859998,1950174.98828125,10529.6195421554,0,6.7367702,9.0,2.2883101,7103.0,47.8619995,397.3680115,7103.0,2.0,2.0,16.0,21.2255001,28.9078007,1918.0,6334.0,3561.0
645,645,48,201,341400,48201341400,3414.0,Census Tract 3414,G5020,S,13445888,2139870,29.5917747,-95.0695211,20681949.8671875,26082.304849427495,-1,2.6115899,7.0,1.52894,112737.0,133.3619995,2320.2399902,112737.0,1.0,3.0,4.0,29.2322998,40.7910004,5400.0,5896.0,4350.0
646,646,48,201,310600,48201310600,3106.0,Census Tract 3106,G5020,S,1775821,0,29.732539,-95.3248198,2363172.125,6558.22530512855,4,10.7479,13.0,0.509229,2780.0,19.0219002,120.9540024,2780.0,0.0,0.0,4.0,33.7440987,47.8832016,6379.0,3933.0,2865.0
647,647,48,201,254700,48201254700,2547.0,Census Tract 2547,G5020,S,14518083,15406567,29.7034554,-94.9581652,39796600.7851563,35650.2649082653,-1,2.11288,10.0,2.5382199,196418.0,308.7990112,5534.3598633,196418.0,1.0,3.0,1.0,25.3516006,41.0140991,2473.0,4566.0,5430.0
648,648,48,201,322600,48201322600,3226.0,Census Tract 3226,G5020,S,2478997,12509,29.6986487,-95.1560466,3313378.97265625,9125.80476545976,6,9.3176699,17.0,0.978495,2308.0,21.3463993,116.5690002,2308.0,0.0,0.0,16.0,31.1203003,37.3347015,5316.0,8985.0,3219.0
649,649,48,201,310700,48201310700,3107.0,Census Tract 3107,G5020,S,1947137,27539,29.7223865,-95.3144687,2627203.37890625,7163.52920399927,0,9.9286699,14.0,2.08336,29235.0,130.1029968,1677.3000488,29235.0,0.0,0.0,1.0,28.5771008,39.8339005,4646.0,4760.0,4518.0
650,650,48,201,231200,48201231200,2312.0,Census Tract 2312,G5020,S,13888540,80928,29.875083,-95.2473537,18638750.707031295,21428.181124156,0,13.6093998,20.0,2.33477,9556.0,38.8195,272.5830078,9556.0,1.0,2.0,4.0,25.2980003,39.2747993,7055.0,3112.0,2455.0
651,651,48,201,222100,48201222100,2221.0,Census Tract 2221,G5020,S,2277585,293,29.8789474,-95.3349019,3040118.83203125,7954.137319046701,14,18.3931999,25.0,0.735563,5876.0,39.5486984,225.0180054,5876.0,1.0,2.0,16.0,17.9640007,28.3255005,5358.0,2496.0,3092.0
652,652,48,201,222200,48201222200,2222.0,Census Tract 2222,G5020,S,2990940,14884,29.8931361,-95.3251662,4012808.0351562495,8625.07549488634,18,19.7595997,27.0,0.766199,2022.0,23.5042,121.9290009,2022.0,1.0,1.0,4.0,23.9724998,39.8209,3835.0,3108.0,1856.0
653,653,48,201,222300,48201222300,2223.0,Census Tract 2223,G5020,S,4994812,2015,29.8959119,-95.3513748,6671115.04296875,13326.7926496384,14,20.3020992,34.0,1.88355,11809.0,37.0984993,293.5929871,11809.0,1.0,2.0,4.0,21.9265995,43.4674988,3602.0,4825.0,8035.0
654,654,48,201,211900,48201211900,2119.0,Census Tract 2119,G5020,S,1247524,0,29.783817,-95.2995098,1661821.9609375,5400.20945856856,12,12.9644003,14.0,0.522274,2732.0,28.7411995,143.4689941,2732.0,0.0,0.0,1.0,17.2521992,33.3069,5143.0,5292.0,2373.0
655,655,48,201,422000,48201422000,4220.0,Census Tract 4220,G5020,S,1462387,0,29.6620014,-95.4846575,1943366.734375,5573.83171108994,15,17.9526005,19.0,0.687511,1251.0,21.0967007,73.9288025,1251.0,1.0,1.0,1.0,29.2863007,38.4760017,2647.0,2768.0,6260.0
656,656,48,201,211600,48201211600,2116.0,Census Tract 2116,G5020,S,1178453,0,29.7809192,-95.3115924,1569725.75390625,5145.945587599,8,13.3476,18.0,0.546642,13388.0,121.7829971,700.0040283,13388.0,0.0,0.0,4.0,15.6619997,30.9601994,3173.0,2755.0,3351.0
