+OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,POP_2010_original,POP_2015_original,POP_2021_original,population_2021,population_2015,population_2010,growth_2010_2021_abs,growth_2010_2021_pct,growth_2010_2015_pct,growth_2015_2021_pct,area_sq_km,pop_density_2010,pop_density_2015,pop_density_2021
285,285,48,201,554908,48201554908,5549.08,Census Tract 5549.08,G5020,S,5552671,47499,30.0886061,-95.5465971,7505298.41015625,12726.5389434968,36,44.9197006,49.0,2.0285699,4824.0,30.4123001,171.8190002,4824.0,2.0,2.0,16.0,41.3726006,46.6591988,,,,7183.0,5679.14619500021,4720.825005200727,2462.174994799273,52.155608227095954,20.299866839879527,26.480279840722325,5.552671,850.1899365549889,1022.777361561708,1293.6116690508045
286,286,48,201,520603,48201520603,5206.03,Census Tract 5206.03,G5020,S,353492,0,29.806804,-95.4870314,471102.3671875,2931.11344996611,21,22.9629002,24.0,0.900799,1391.0,17.6672993,78.4437027,1391.0,0.0,0.0,4.0,20.4367008,35.3344994,,,,1925.0,1590.0405941938945,1649.0767548694103,275.92324513058975,16.731983172756564,-3.5799522673030917,21.06609145887375,0.353492,4665.103467318668,4498.094989968357,5445.66779446211
287,287,48,201,521201,48201521201,5212.01,Census Tract 5212.01,G5020,S,481055,0,29.8070095,-95.5037111,641108.13671875,3293.69604003853,22,24.0202007,25.0,0.338218,6041.0,90.3011017,457.5580139,6041.0,0.0,0.0,16.0,14.2459002,24.4799004,,,,1667.0,1694.9280259888108,1632.4280353070412,34.57196469295877,2.117824733784125,3.828652126157218,-1.6477411170611638,0.481055,3393.4332567108568,3523.356011243643,3465.3002255459355
288,288,48,201,250405,48201250405,2504.05,Census Tract 2504.05,G5020,S,2572110,0,29.9888114,-95.1692973,3440287.62109375,7619.981651130811,15,20.0540009,22.0,0.686735,4530.0,31.0636997,200.6300049,4530.0,0.0,0.0,4.0,26.2157001,44.5354004,,,,9670.0,6499.098668026382,6063.472487797975,3606.527512202025,59.47957246379425,7.184434020358029,48.78986293243249,2.57211,2357.3923696101547,2526.7576690057513,3759.5592723483833
289,289,48,201,250303,48201250303,2503.03,Census Tract 2503.03,G5020,S,2086010,6809,29.9433313,-95.2393538,2796570.3828125,7192.95840687831,11,17.4794006,19.0,1.63992,3187.0,19.8052006,123.3519974,3187.0,1.0,2.0,1.0,49.6590996,67.5038986,,,,3603.0,1501.3837557902311,1197.3263494922926,2405.6736505077074,200.92046345825395,25.394697646708376,139.9786187978046,2.08601,573.9791992810642,719.7394814934881,1727.220866630553
290,290,48,201,250201,48201250201,2502.01,Census Tract 2502.01,G5020,S,4619977,13380,29.9501906,-95.2569333,6192200.296875,10471.607267484,13,19.3465004,22.0,0.976054,3391.0,28.1807995,151.1940002,3391.0,2.0,2.0,4.0,28.9577999,42.8605003,,,,8243.0,6904.881601277812,5786.006426854102,2456.993573145898,42.464411407192046,19.337606837606835,19.379309827333714,4.619977,1252.3885783098276,1494.570557662476,1784.2080166199964
291,291,48,201,532004,48201532004,5320.04,Census Tract 5320.04,G5020,S,1569963,31001,29.8498715,-95.4657071,2135425.8125,7529.460918938461,13,22.5006008,29.0,1.92141,11980.0,42.0863991,519.8170166,11980.0,2.0,2.0,1.0,32.4059982,43.478199,,,,4873.0,3646.2958739680284,2533.845201316515,2339.154798683485,92.31640502222177,43.90365568005161,33.64247357955153,1.569963,1613.9521767815643,2322.53618331644,3103.8948051641983
292,292,48,201,532003,48201532003,5320.03,Census Tract 5320.03,G5020,S,1010818,12188,29.8607474,-95.4707212,1364802.71484375,7354.7772824943295,16,23.3122997,25.0,1.23865,3598.0,35.3711014,199.7980042,3598.0,1.0,1.0,1.0,41.4216003,49.4921989,,,,4126.0,2815.7041260319716,2751.154798683485,1374.8452013165152,49.973385793282965,2.346263008514665,46.53528266176751,1.010818,2721.7113255635386,2785.56983159379,4081.8426264668815
293,293,48,201,541207,48201541207,5412.07,Census Tract 5412.07,G5020,S,2265754,10603,29.9020348,-95.6764308,3039295.3359375,8233.08910569942,37,41.6334,44.0,0.956258,5503.0,30.5256004,240.701004,5503.0,0.0,0.0,1.0,34.2032013,54.2943993,,,,4444.0,4140.964773326191,4229.252886792575,214.74711320742517,5.077660734784941,-2.087558153405691,7.31798610376487,2.265754,1866.5984421930073,1827.6321142216636,1961.377978368349
294,294,48,201,454801,48201454801,4548.01,Census Tract 4548.01,G5020,S,1237839,5076,29.7707516,-95.7433909,1655282.6875,6314.05583152486,30,36.2902985,38.0,1.15794,2669.0,26.1436996,123.362999,2669.0,0.0,0.0,4.0,19.6168995,33.5385017,,,,4581.0,3219.9127673952835,3018.6945844989714,1562.3054155010286,51.75433856487117,6.665735047512578,42.27093498889271,1.237839,2438.681108366251,2601.2371297036884,3700.804385707673
295,295,48,201,552901,48201552901,5529.01,Census Tract 5529.01,G5020,S,1939693,4908,29.9937663,-95.5061963,2601224.9140625,7238.576891245779,34,36.8212013,39.0,0.675023,2935.0,23.4881001,128.6269989,2935.0,0.0,0.0,1.0,37.7388992,47.3386993,,,,4544.0,2974.99784525476,2478.632003797692,2065.367996202308,83.32693167189835,20.025798129635604,52.73960642518989,1.939693,1277.84757886825,1533.7467554168418,2342.638757782804
296,296,48,201,240703,48201240703,2407.03,Census Tract 2407.03,G5020,S,2179548,0,30.0007605,-95.4126939,2915909.6015625,9819.46758093575,24,30.9153996,37.0,1.08921,4944.0,43.6189003,304.2680054,4944.0,0.0,0.0,4.0,25.9533005,39.4001007,,,,5415.0,4686.673293823106,3712.880197891982,1702.1198021080181,45.84364998026089,26.22743110547987,15.540377161275707,2.179548,1703.5092587508886,2150.295975965249,2484.4600807139827
297,297,48,201,240101,48201240101,2401.01,Census Tract 2401.01,G5020,S,1642726,0,29.9427937,-95.3917008,2195186.60546875,7444.72356457179,18,24.1102009,32.0,1.40669,1959.0,20.6720009,112.1159973,1959.0,2.0,2.0,64.0,38.2078018,51.4359016,,,,2026.0,2041.7001412178429,1576.6360381352326,449.36396186476736,28.501439203194472,29.49723917465854,-0.7689739007647808,1.642726,959.7681160067064,1242.8732127073188,1233.3158420820027
298,298,48,201,333906,48201333906,3339.06,Census Tract 3339.06,G5020,S,1981016,0,29.6056656,-95.2580461,2629658.734375,6824.65658928212,9,13.3605003,21.0,1.19987,1903.0,15.5840998,82.7473984,1903.0,1.0,1.0,64.0,40.8983994,58.6181984,,,,6005.0,3837.882810891548,2834.1195225994743,3170.8804774005257,111.88238365092562,35.417112097354845,56.46647633321107,1.981016,1430.6393903933508,1937.3305469978777,3031.272841814503
299,299,48,201,252303,48201252303,2523.03,Census Tract 2523.03,G5020,S,1214300,0,29.7936799,-95.1468291,1617885.75,5091.0764304073,6,9.8223305,11.0,0.689329,3076.0,34.9654999,191.4219971,3076.0,0.0,0.0,4.0,18.9386005,29.0730991,,,,4893.0,4221.0435868481645,3720.7684661858575,1172.2315338141425,31.505092146080017,13.445478406108313,15.91920100625122,1.2143,3064.126217726968,3476.1126466673513,4029.482006094046
300,300,48,201,252305,48201252305,2523.05,Census Tract 2523.05,G5020,S,2344244,0,29.8058566,-95.1497428,3124123.98828125,7922.66589270264,4,9.9555597,11.0,0.954962,3036.0,21.7490005,129.8300018,3036.0,1.0,1.0,16.0,25.3670998,36.3372993,,,,6820.0,3855.3322683464894,3266.475725302114,3553.524274697886,108.78771414623702,18.027274425555774,76.89785277379023,2.344244,1393.4026173479012,1644.5951310300843,2909.253473614521
301,301,48,201,542004,48201542004,5420.04,Census Tract 5420.04,G5020,S,1375291,0,29.8044932,-95.7125097,1832768.1875,6043.18117058203,30,34.4113998,38.0,1.11756,3464.0,43.3415985,244.470993,3464.0,2.0,2.0,4.0,26.4542007,38.0276985,,,,3518.0,3799.64195314348,3532.825204697426,-14.825204697426216,-0.41964161367830655,7.552503534318097,-7.4123287566733715,1.375291,2568.7837735413277,2762.7912588270265,2558.0040878621326
302,302,48,201,542401,48201542401,5424.01,Census Tract 5424.01,G5020,S,1228002,0,29.7953916,-95.7245276,1636191.71875,5689.63172306764,32,36.9109001,39.0,0.803187,1643.0,25.9934006,121.0970001,1643.0,1.0,1.0,1.0,26.3661995,40.5755997,,,,4637.0,2250.9985021091134,1687.3936339898482,2949.6063660101518,174.80250645700238,33.40091231626964,105.99747159561768,1.228002,1374.096812537641,1833.0576840339945,3776.0524819992147
303,303,48,201,543004,48201543004,5430.04,Census Tract 5430.04,G5020,S,33734165,662177,29.956583,-95.7461191,45976015.52343751,32335.8613532594,40,47.1161003,61.0,2.2846701,20157.0,57.868,454.1879883,20157.0,1.0,2.0,1.0,21.8533001,38.5875015,,,,12440.0,3499.6751077527315,1294.6201727968917,11145.379827203109,860.8995952167716,170.3244690056118,255.46156763072148,33.734165,38.37712220820915,103.74275182897611,368.76561195452746
304,304,48,201,554407,48201554407,5544.07,Census Tract 5544.07,G5020,S,6454298,104468,29.9887021,-95.6857695,8771679.89453125,14244.8681347306,39,45.8717995,53.0,1.07379,4598.0,18.6987,125.1139984,4598.0,1.0,1.0,4.0,33.5469017,51.6529007,,,,5693.0,6198.866853003553,5430.847054186512,262.15294581348826,4.827109715995421,14.1418049735905,-8.160634273963217,6.454298,841.4310981901536,960.4246430833459,882.0479004842975
306,306,48,201,422403,48201422403,4224.03,Census Tract 4224.03,G5020,S,903564,0,29.6617735,-95.4967033,1200737.50390625,4492.2340389919,16,18.5121002,20.0,0.536303,1761.0,21.2374992,99.6371002,1761.0,1.0,1.0,4.0,27.0737,37.9276009,,,,2814.0,3802.3575459619788,3830.2330943876036,-1016.2330943876036,-26.531886424266926,-0.7277768151100406,-25.993282694090485,0.903564,4239.027998445715,4208.177335487003,3114.333904405222
307,307,48,201,541901,48201541901,5419.01,Census Tract 5419.01,G5020,S,2529643,3482,29.8067448,-95.6962227,3375954.90234375,7167.7274210304,29,33.5396996,38.0,1.55001,6488.0,37.7447014,212.2440033,6488.0,2.0,2.0,4.0,20.5615005,37.9709015,,,,3044.0,3136.487571985114,2830.7682660499872,213.23173395001277,7.532645342515204,10.799870466321245,-2.9487625843381724,2.529643,1119.0386414407042,1239.8933651843813,1203.3318535461328
308,308,48,201,541301,48201541301,5413.01,Census Tract 5413.01,G5020,S,3173166,21064,29.8719383,-95.6528696,4262521.78125,8545.780791824129,30,35.9552002,38.0,1.49067,6724.0,42.5660019,288.1520081,6724.0,1.0,1.0,4.0,22.6709003,36.1551018,,,,5396.0,7500.935553450574,6788.8100656738,-1392.8100656737997,-20.516262087169782,10.48969526158182,-28.062306874270682,3.173166,2139.4437182529373,2363.864844590725,1700.5098378086743
309,309,48,201,330802,48201330802,3308.02,Census Tract 3308.02,G5020,S,16511697,448028,29.5951606,-95.3870003,22508305.484375,25421.50349163209,4,16.7254009,27.0,1.53037,4905.0,18.5926991,109.5859985,4905.0,2.0,2.0,4.0,34.6155014,57.0833015,,,,9981.0,5981.167711738476,3904.0789954012307,6076.921004598769,155.65568759640917,53.20304017372421,66.87376915399919,16.511697,236.44323144987644,362.2382188662059,604.4805691383508
310,310,48,201,421602,48201421602,4216.02,Census Tract 4216.02,G5020,S,845074,0,29.7021226,-95.4804176,1123909.10546875,5317.017599797289,16,17.1555004,19.0,0.695957,3305.0,43.1472015,210.5690002,3305.0,1.0,1.0,1.0,18.4550991,37.1288986,,,,3312.0,4145.618895763465,3828.331427457516,-516.3314274575159,-13.487114092429131,8.287878787878796,-20.10843053169614,0.845074,4530.173011425645,4905.628259493802,3919.183408790236
312,312,48,201,541703,48201541703,5417.03,Census Tract 5417.03,G5020,S,10577235,0,29.8023949,-95.6658103,14095114.5664063,16089.8169794069,25,30.2798996,37.0,1.8057899,8901.0,50.0191002,301.3460083,8901.0,1.0,2.0,4.0,26.7402992,44.5061989,,,,2727.0,5546.660656628227,4343.656456424492,-1616.6564564244918,-37.21879187828894,27.695657155952798,-50.83528326649566,10.577235,410.6608632997652,524.3960880729442,257.81785126264094
313,313,48,201,555703,48201555703,5557.03,Census Tract 5557.03,G5020,S,3845491,9091,30.0004953,-95.7489515,5156866.7265625,9671.41067792817,44,54.3931999,61.0,4.4898701,7241.0,37.3810005,251.9129944,7241.0,0.0,0.0,4.0,24.0863991,41.7443008,,,,6560.0,3645.4662174205405,2585.9252471463865,3974.0747528536135,153.68096031542575,40.97337970010447,79.94954852830115,3.845491,672.4564554035848,947.9845921939592,1705.8939937708865
314,314,48,201,542901,48201542901,5429.01,Census Tract 5429.01,G5020,S,5657932,0,29.8147304,-95.7618657,7541528.757812499,12350.1100296095,35,41.1413002,43.0,0.733062,4205.0,17.6056995,89.6909027,4205.0,1.0,2.0,1.0,28.9939995,45.2305984,,,,9257.0,1397.966501559095,1006.8315487472452,8250.168451252755,819.4189446604117,38.84810257470788,562.1760957559459,5.657932,177.95045057933626,247.08082415255168,1636.110154734981
315,315,48,201,330902,48201330902,3309.02,Census Tract 3309.02,G5020,S,5445294,78784,29.605594,-95.404806,7332932.117187501,11773.9791529974,5,17.2213993,33.0,2.0887799,7896.0,34.0197983,225.5050049,7896.0,0.0,0.0,64.0,39.0559006,43.463501,,,,3468.0,5081.573523669076,3605.6389134805922,-137.63891348059224,-3.8173238303479136,40.93406593406593,-31.753422756816057,5.445294,662.1568850975893,933.2046210303937,636.8802125284695
316,316,48,201,542902,48201542902,5429.02,Census Tract 5429.02,G5020,S,48462683,691537,29.8387065,-95.800019,65556698.671875,38001.1084605251,37,46.1058998,56.0,2.7083001,12766.0,45.6697006,313.2380066,12766.0,2.0,2.0,1.0,21.0380001,40.7625008,,,,24245.0,11974.199656283856,8623.95627613354,15621.04372386646,181.13546988981247,38.84810257470788,102.47699801194344,48.462683,177.9504505793363,247.08082415255168,500.2818354072555
317,317,48,201,542303,48201542303,5423.03,Census Tract 5423.03,G5020,S,1355958,7051,29.8128248,-95.7272176,1816646.015625,6982.9089682978,31,37.1156998,39.0,1.2693,2450.0,23.9542999,123.1439972,2450.0,1.0,1.0,4.0,17.2026005,33.3282013,,,,3342.0,3175.7885575448126,2734.5488668166786,607.4511331833214,22.213943241411613,16.135739831988687,5.233706194334444,1.355958,2016.6914217230021,2342.0995027462595,2464.678109498967
318,318,48,201,555404,48201555404,5554.04,Census Tract 5554.04,G5020,S,7264877,101814,30.0821798,-95.6173684,9871221.390625,12672.2197935055,46,53.3457985,59.0,2.6549699,4598.0,25.9853992,144.2960052,4598.0,0.0,0.0,4.0,19.3684006,40.9533997,,,,4533.0,4008.3066712299183,4190.222916216701,342.7770837832986,8.180402108362953,-4.341445517916096,13.090149327548422,7.264877,576.7782326138076,551.7377198856799,623.9610113151261
319,319,48,201,422501,48201422501,4225.01,Census Tract 4225.01,G5020,S,845905,14680,29.6746648,-95.5011866,1143922.70703125,5374.37122015474,11,17.9685993,20.0,1.19972,6156.0,31.3448009,235.3549957,6156.0,0.0,0.0,64.0,38.7445984,38.2006989,,,,3063.0,3377.0345535138263,2829.9274630259692,233.07253697403075,8.235989791936655,19.33290155440413,-9.29912171573937,0.845905,3345.4435935784386,3992.214910083078,3620.973986440558
320,320,48,201,411901,48201411901,4119.01,Census Tract 4119.01,G5020,S,969064,0,29.7289065,-95.4018496,1289487.11328125,5794.015714849689,7,14.5733995,20.0,1.52932,28831.0,184.4299927,1731.9000244,28831.0,0.0,0.0,64.0,34.5484009,40.5494003,,,,1988.0,1905.3325044304856,2346.5899478399065,-358.5899478399065,-15.281321228278392,-18.80419899589228,4.338743782373257,0.969064,2421.5015188263174,1966.1575545376627,2051.4640931868275
321,321,48,201,541604,48201541604,5416.04,Census Tract 5416.04,G5020,S,7275467,72861,29.835942,-95.6796105,9799418.0078125,14851.6557859504,30,36.1245995,39.0,1.95962,4370.0,25.3474007,155.5429993,4370.0,1.0,1.0,1.0,22.5750008,41.5970001,,,,9860.0,10699.544023316483,9632.579528749939,227.42047125006138,2.36095088103129,11.076622740378337,-7.846540202899726,7.275467,1323.9809250388928,1470.6332972600223,1355.2394643532848
322,322,48,201,330102,48201330102,3301.02,Census Tract 3301.02,G5020,S,1419737,0,29.6347678,-95.4165137,1885677.03125,5622.404316084169,12,15.3613005,23.0,1.06994,1529.0,18.3997993,90.1715012,1529.0,1.0,1.0,4.0,30.3234997,43.7510986,,,,2848.0,5192.664643717095,4915.008609297014,-2067.008609297014,-42.0550353744478,5.6491464510332445,-45.15340012480953,1.419737,3461.914854157505,3657.4834942789366,2006.0053376083035
323,323,48,201,251505,48201251505,2515.05,Census Tract 2515.05,G5020,S,2597403,6404,30.0563112,-95.1716075,3487408.62109375,9209.865133403087,14,20.0589008,23.0,2.17313,2804.0,24.3876991,119.5699997,2804.0,1.0,1.0,4.0,27.7446995,41.976799,,,,3944.0,4786.501393403656,4904.8751813538065,-960.8751813538065,-19.590206597032974,-2.4133904242896116,-17.601611786109974,2.597403,1888.3766521228345,1842.8027508259813,1518.4397646418365
324,324,48,201,542001,48201542001,5420.01,Census Tract 5420.01,G5020,S,1514318,1632,29.8209048,-95.7145336,2020814.21875,5867.70972429836,33,38.1539001,41.0,1.04994,6491.0,38.1263008,298.8880005,6491.0,0.0,0.0,4.0,26.2469997,41.9552994,,,,4684.0,4183.786455405211,3889.995414572934,794.0045854270661,20.41145299175723,7.552477818653969,11.95600086014289,1.514318,2568.8101274454466,2762.8189425241007,3093.141599056473
325,325,48,201,542402,48201542402,5424.02,Census Tract 5424.02,G5020,S,4419544,0,29.7927912,-95.7388598,5888313.953125,11882.5167253592,32,38.0870018,45.0,0.934075,4378.0,19.7052994,115.7850037,4378.0,0.0,0.0,1.0,32.8936996,54.4355011,,,,6765.0,8101.279089126336,6072.881323269856,692.1186767301442,11.396874726962109,33.40091231626964,-16.49466799532818,4.419544,1374.096812537641,1833.0576840339943,1530.7009048897353
326,326,48,201,330901,48201330901,3309.01,Census Tract 3309.01,G5020,S,4449642,37778,29.617472,-95.3983444,5958582.6953125,10852.1403251279,4,15.1520004,22.0,1.46299,5753.0,31.4876995,232.845993,5753.0,1.0,2.0,64.0,43.5564003,54.3278999,,,,10685.0,4152.426476330923,2946.3610865194073,7738.638913480592,262.65073038357275,40.934065934065934,157.3194266269405,4.449642,662.1568850975893,933.2046210303937,2401.316780091522
327,327,48,201,541402,48201541402,5414.02,Census Tract 5414.02,G5020,S,997140,0,29.8537562,-95.6574109,1330129.125,5427.387963659729,32,36.2184982,38.0,0.637712,4134.0,45.7741013,288.3410034,4134.0,0.0,0.0,1.0,24.6387997,34.043499,,,,2906.0,3661.7432207516918,2870.130670936265,35.86932906373522,1.2497455055603548,27.581063044672987,-20.638891784349394,0.99714,2878.3627885114074,3672.245843865146,2914.3349980945504
328,328,48,201,540504,48201540504,5405.04,Census Tract 5405.04,G5020,S,1107741,0,29.8464571,-95.6430845,1477449.37109375,6613.64098580186,31,33.966301,36.0,1.18064,1492.0,19.8460007,75.6734009,1492.0,0.0,0.0,1.0,19.5415001,35.3955002,,,,3525.0,4145.591883268387,3775.8185101188255,-250.81851011882554,-6.642758634893505,9.793197743975385,-14.969922287167167,1.107741,3408.575208572063,3742.383718999646,3182.1517845778026
329,329,48,201,421802,48201421802,4218.02,Census Tract 4218.02,G5020,S,861216,0,29.685661,-95.4808616,1145002.1640625,4814.40546200863,16,16.8925991,18.0,0.380288,2337.0,20.6415997,98.0342026,2337.0,1.0,1.0,4.0,30.5655994,46.0486984,,,,1856.0,3978.6221025991244,3596.586048714028,-1740.586048714028,-48.395506881765854,10.622185837085553,-53.35068392679149,0.861216,4176.1718880211565,4619.772626842888,2155.0923345595065
330,330,48,201,410705,48201410705,4107.05,Census Tract 4107.05,G5020,S,478927,0,29.7366033,-95.3940763,637384.84375,3446.47163275446,14,15.1447001,16.0,0.38193,10883.0,266.6960144,1029.3000488,10883.0,0.0,0.0,4.0,14.4048004,29.7220993,,,,1048.0,1530.9852409383864,1210.6932410306306,-162.6932410306306,-13.43802339989395,26.455256298870538,-31.547347944539972,0.478927,2527.928559113666,3196.698538479531,2188.2249278073696
331,331,48,201,542104,48201542104,5421.04,Census Tract 5421.04,G5020,S,2163278,0,29.837111,-95.7106044,2884744.09375,7069.48622147873,35,39.3646011,41.0,0.730167,7335.0,35.4659996,267.6359863,7335.0,0.0,0.0,64.0,33.6058006,43.8555984,,,,7149.0,4799.613872078154,3285.3848942129503,3863.6151057870497,117.6000751873129,46.08985024958403,48.94948199040438,2.163278,1518.7067469890371,2218.6764124066135,3304.7070233229388
332,332,48,201,542203,48201542203,5422.03,Census Tract 5422.03,G5020,S,8006884,123377,29.8583283,-95.7371666,10847197.3164063,16435.7635318128,25,42.2429008,46.0,1.77081,20319.0,50.5896988,411.6380005,20319.0,1.0,2.0,1.0,33.4514999,49.5368996,,,,10502.0,6453.804497854002,5067.461553853182,5434.538446146818,107.24380221522392,27.35773975328292,62.72572253299725,8.006884,632.8880940267377,806.0319717200852,1311.6213498284726
333,333,48,201,541302,48201541302,5413.02,Census Tract 5413.02,G5020,S,2133821,1127,29.8730288,-95.6763863,2848951.375,6950.46209164279,31,37.5922012,40.0,1.10042,6127.0,37.1226997,207.2369995,6127.0,0.0,0.0,64.0,30.5387001,37.6189995,,,,7003.0,5044.064446549426,4565.1899343262,2437.8100656737997,53.39997022563331,10.489695261581824,38.83644973629657,2.133821,2139.443718252937,2363.864844590725,3281.9060267941873
