+OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,POP_2010_original,POP_2015_original,POP_2021_original,population_2021,population_2015,population_2010,growth_2010_2021_abs,growth_2010_2021_pct,growth_2010_2015_pct,growth_2015_2021_pct,area_sq_km,pop_density_2010,pop_density_2015,pop_density_2021
224,224,48,201,321102,48201321102,3211.02,Census Tract 3211.02,G5020,S,2558315,6907,29.6278462,-95.2136038,3406610.203125,8814.03982729215,9,11.5922003,18.0,0.751299,2054.0,18.4783001,74.216301,2054.0,0.0,0.0,64.0,39.5810013,41.8594017,,,,4073.0,3782.6347189703715,3576.0396804373336,496.9603195626664,13.896946453957984,5.777202072538868,7.676270710819932,2.558315,1397.8105434386828,1478.564883124389,1592.0635261881357
225,225,48,201,321002,48201321002,3210.02,Census Tract 3210.02,G5020,S,2658340,7852,29.6398866,-95.2257862,3541575.0859375,9723.34493221675,6,10.3322001,13.0,0.627707,5605.0,26.3320007,148.125,5605.0,1.0,1.0,64.0,38.023201,42.4454002,,,,5409.0,6388.107020859266,4921.720173479412,487.27982652058836,9.900599980191595,29.794193812184815,-15.327029081732046,2.65834,1851.4261431868804,2403.043636577438,2034.7284395525028
226,226,48,201,333903,48201333903,3339.03,Census Tract 3339.03,G5020,S,1891835,151491,29.6217835,-95.237683,2713162.59765625,8206.63590281487,9,12.0295,18.0,0.914496,1241.0,13.3973999,49.7327995,1241.0,1.0,1.0,64.0,48.9864006,67.0683975,,,,3561.0,4318.407071507116,3622.441863153261,-61.44186315326078,-1.6961449065127827,19.212598425196852,-17.53903832976964,1.891835,1914.7768505991594,2282.6552376434074,1882.299460576636
227,227,48,201,221301,48201221301,2213.01,Census Tract 2213.01,G5020,S,1867832,0,29.8524559,-95.3782561,2491521.9765625,6342.14509503019,20,21.1812992,22.0,0.504528,3997.0,27.1553993,140.5,3997.0,1.0,1.0,4.0,15.8024998,30.4535999,,,,4458.0,4812.795077307519,4776.874634572893,-318.8746345728932,-6.67538210580241,0.7519653640195958,-7.371913235624534,1.867832,2557.443407422559,2576.6744960507795,2386.72428783745
228,228,48,201,552401,48201552401,5524.01,Census Tract 5524.01,G5020,S,2569414,2112,29.9314561,-95.5970688,3435608.30859375,8351.22583934349,33,38.0451012,41.0,0.8742,6989.0,27.7360992,202.4060059,6989.0,1.0,1.0,4.0,25.2828007,45.4901009,,,,5903.0,3075.9283585546864,2562.2928769813293,3340.7071230186707,130.3795968458688,20.045931758530187,91.90954118234713,2.569414,997.2285030677536,1197.1322482693276,2297.4110049995834
229,229,48,201,552402,48201552402,5524.02,Census Tract 5524.02,G5020,S,3543528,0,29.9448636,-95.5965247,4735440.1796875,8928.7421741787,35,39.330101,41.0,0.562492,6133.0,28.4545002,169.8280029,6133.0,0.0,0.0,4.0,21.8572006,37.7821999,,,,2479.0,4242.071641445314,3533.7071230186707,-1054.7071230186707,-29.847044089994835,20.045931758530184,-41.56157157319056,3.543528,997.2285030677536,1197.1322482693276,699.5852720791257
230,230,48,201,551202,48201551202,5512.02,Census Tract 5512.02,G5020,S,1575329,1431,29.9708756,-95.506244,2108233.6875,8452.74399429936,34,36.0251007,38.0,0.9744,2505.0,33.6621017,175.1699982,2505.0,0.0,0.0,4.0,22.1846008,37.3358994,,,,3540.0,2960.5193196416076,2665.747087487696,874.2529125123042,32.795793592565985,11.05777189207085,19.573615902920128,1.575329,1692.1843548158486,1879.3022407646959,2247.1496430269485
231,231,48,201,551201,48201551201,5512.01,Census Tract 5512.01,G5020,S,1994613,1784,29.9779481,-95.499204,2669610.76171875,8032.2261553516,31,35.5792007,38.0,0.910567,9113.0,42.6297989,379.2940063,9113.0,0.0,0.0,1.0,28.5163002,45.4682007,,,,5221.0,3748.4806803583924,3375.252912512304,1845.7470874876958,54.68470468228852,11.057771892070848,39.28309747886495,1.994613,1692.1843548158486,1879.3022407646959,2617.550371926785
232,232,48,201,552502,48201552502,5525.02,Census Tract 5525.02,G5020,S,2809294,3257,29.9554541,-95.5726421,3759375.4257812495,9369.381373639248,35,38.3748016,41.0,0.918525,2603.0,20.3076,93.2537003,2603.0,1.0,1.0,1.0,26.2315006,43.4599991,,,,6528.0,5667.101637759733,5116.732953135081,1411.2670468649194,27.58140907080601,10.756251883097312,15.191157972253855,2.809294,1821.3590151600654,2017.2689785261825,2323.715495779367
233,233,48,201,552501,48201552501,5525.01,Census Tract 5525.01,G5020,S,2657503,1762,29.9454743,-95.5802668,3553732.15625,8354.592999561619,35,38.2529984,40.0,0.599466,3403.0,18.8414001,105.7300034,3403.0,1.0,1.0,4.0,30.4846001,44.2132988,,,,4566.0,5360.898362240266,4840.267046864919,-274.2670468649194,-5.666361880643846,10.756251883097306,-14.827708128905574,2.657503,1821.3590151600654,2017.2689785261823,1718.1542222153653
234,234,48,201,552603,48201552603,5526.03,Census Tract 5526.03,G5020,S,1444969,1747,29.9608453,-95.5571827,1933989.0,5570.71558911597,33,37.6683006,45.0,0.931947,4878.0,33.1818008,173.3769989,4878.0,0.0,0.0,1.0,27.7080002,45.3620987,,,,4746.0,2629.993579478062,2071.652363041091,2674.347636958909,129.09249083823545,26.95149178491278,80.4567143065753,1.444969,1433.7002129741823,1820.103808094196,3284.499529055641
235,235,48,201,552604,48201552604,5526.04,Census Tract 5526.04,G5020,S,1476824,2293,29.9641416,-95.5739305,1977385.8828125,6574.37926481614,36,39.1683006,41.0,0.853612,2158.0,18.9918003,117.9789963,2158.0,0.0,0.0,64.0,31.4076996,43.8921013,,,,3423.0,2692.3496127398375,2118.78634055887,1304.21365944113,61.55475115518816,27.070368597415033,27.138020404290096,1.476824,1434.6911619521827,1823.067347727175,2317.8117365373264
236,236,48,201,552702,48201552702,5527.02,Census Tract 5527.02,G5020,S,2870058,26266,29.9812593,-95.5575315,3873342.328125,10472.5621808747,28,37.7318001,41.0,1.88308,3269.0,18.6823006,104.7310028,3269.0,2.0,2.0,64.0,37.0500984,44.7206001,,,,5913.0,4806.050841025107,4371.9708227148885,1541.0291772851115,35.24792913252266,9.928703459202525,23.032406347553046,2.870058,1523.3039968930552,1674.5483335267463,2060.2371101908043
237,237,48,201,552801,48201552801,5528.01,Census Tract 5528.01,G5020,S,3588190,20047,29.9862036,-95.5368629,4825883.44921875,12731.448785509,27,36.6464005,42.0,1.76958,4974.0,33.9847984,241.1130066,4974.0,2.0,2.0,64.0,40.3596992,44.8785019,,,,4719.0,5077.034173301153,4554.168774250156,164.83122574984372,3.6193482042611205,11.481028151774773,-7.0520339450138945,3.58819,1269.2105976133248,1414.9290236306197,1315.1477485863347
238,238,48,201,554807,48201554807,5548.07,Census Tract 5548.07,G5020,S,5670020,61258,30.0325717,-95.5932091,7673034.4375,13711.112214412,42,47.4277,53.0,2.6154699,4338.0,27.9431,175.2429962,4338.0,1.0,2.0,4.0,28.4559002,48.1847,,,,6228.0,6695.160999455069,4850.422029759245,1377.5779702407553,28.4011981182003,38.03254558835553,-6.977591718751679,5.67002,855.4506033063807,1180.8002439947422,1098.4088239547655
239,239,48,201,532101,48201532101,5321.01,Census Tract 5321.01,G5020,S,1165826,0,29.8440369,-95.4780006,1554848.78125,5672.28906552164,18,23.7376995,25.0,0.761313,4229.0,30.5886002,167.1470032,4229.0,1.0,1.0,64.0,38.950901,43.2044983,,,,4449.0,4230.604339560425,3552.5951415329905,896.4048584670095,25.23239555183874,19.084899095337516,5.162280442946536,1.165826,3047.2773308649753,3628.84713461565,3816.178400550339
240,240,48,201,532504,48201532504,5325.04,Census Tract 5325.04,G5020,S,2689193,1525,29.8940267,-95.5084176,3591481.03125,12157.8380942506,21,28.1692009,32.0,2.09918,4852.0,33.1198006,178.7940063,4852.0,2.0,2.0,4.0,18.6893997,35.1852989,,,,4667.0,5166.639347507696,4583.372236407953,83.6277635920469,1.8245902640800356,12.725719863347962,-9.670490117501886,2.689193,1704.367160113816,1921.2601503527994,1735.4648773814301
241,241,48,201,532503,48201532503,5325.03,Census Tract 5325.03,G5020,S,2119630,2497,29.8933089,-95.517939,2832861.1875,7029.84871312316,25,30.8325996,33.0,1.14816,3508.0,33.0001984,186.3869934,3508.0,0.0,0.0,4.0,22.2206993,38.6727982,,,,5690.0,4072.3606524923043,3612.6277635920474,2077.3722364079526,57.503080094319344,12.725719863347976,39.72239900996226,2.11963,1704.3671601138158,1921.2601503527997,2684.4307732953393
242,242,48,201,534204,48201534204,5342.04,Census Tract 5342.04,G5020,S,2270985,24571,29.8833074,-95.5366596,3064032.6484375,8970.08155010704,22,29.9568005,37.0,1.83792,2114.0,18.9048996,82.1884003,2114.0,2.0,2.0,4.0,20.7912998,40.1994019,,,,4473.0,4401.587964134896,3942.184556667453,530.8154433325471,13.465007426777472,11.653523594943053,1.62241528391538,2.270985,1735.8919396946492,1938.1845164696797,1969.629918295365
243,243,48,201,534205,48201534205,5342.05,Census Tract 5342.05,G5020,S,2500993,10953,29.8939622,-95.5409747,3353489.3671875,10595.5031233012,27,32.0280991,40.0,0.930631,5822.0,29.9256001,232.1779938,5822.0,1.0,1.0,16.0,28.3850002,41.5858002,,,,4317.0,4613.546619408341,4128.67905649995,188.3209435000499,4.561288027548871,11.743890873402812,-6.4277364871707166,2.500993,1650.815918517145,1844.6859385085609,1726.1143873653386
244,244,48,201,534102,48201534102,5341.02,Census Tract 5341.02,G5020,S,4935881,69591,29.9122939,-95.5115352,6684471.953125,11002.7752228243,21,32.3008995,39.0,1.52984,7418.0,34.3097992,196.1260071,7418.0,1.0,1.0,4.0,24.1047993,42.2972984,,,,4793.0,3236.6582106550395,2814.604889881851,1978.3951101181492,70.29033159255246,14.995117868600921,48.084835903324674,4.935881,570.2335388316393,655.7407301057378,971.0525841283451
245,245,48,201,534101,48201534101,5341.01,Census Tract 5341.01,G5020,S,7636161,111318,29.9170973,-95.5375312,10347976.1875,16115.3327346984,16,34.3890991,47.0,2.6754601,4315.0,22.5478992,123.0630035,4315.0,1.0,1.0,4.0,31.2989006,50.9897003,,,,3131.0,5007.341789344961,4354.39511011815,-1223.3951101181501,-28.095638525667805,14.995117868600916,-37.471813754307675,7.636161,570.2335388316393,655.7407301057378,410.02278500937837
246,246,48,201,540101,48201540101,5401.01,Census Tract 5401.01,G5020,S,11970609,165536,29.8383069,-95.5863003,16186623.5546875,17985.8541895724,27,31.8775997,38.0,1.56154,7106.0,26.3910007,208.5500031,7106.0,1.0,2.0,4.0,27.1961994,47.7888985,,,,6072.0,6538.41450961348,5785.304327024086,286.695672975914,4.955584992075741,13.01764159702879,-7.133449690711824,11.970609,483.2923978240444,546.2056700384651,507.2423633584557
247,247,48,201,540102,48201540102,5401.02,Census Tract 5401.02,G5020,S,10056946,20941,29.8685925,-95.5812725,13447164.2539063,18196.0236830062,25,33.4123001,47.0,1.57023,3619.0,17.559,89.4505005,3619.0,1.0,1.0,1.0,26.9599991,44.2766991,,,,5974.0,5493.160928470661,4860.445547126932,1113.554452873068,22.910542707989052,13.017641597028787,8.75341315848193,10.056946,483.29239782404443,546.2056700384651,594.0173090319864
248,248,48,201,540903,48201540903,5409.03,Census Tract 5409.03,G5020,S,1429733,0,29.9059343,-95.6255423,1909163.69921875,5757.028401747,35,38.2233009,45.0,0.671154,2273.0,20.8796005,96.8420029,2273.0,0.0,0.0,1.0,24.4016991,47.2910995,,,,3741.0,2378.1962022658286,2143.694995344733,1597.305004655267,74.51176627850458,10.939112487100104,57.30409444081018,1.429733,1499.3673611399702,1663.3848433699359,2616.5724649287667
249,249,48,201,522002,48201522002,5220.02,Census Tract 5220.02,G5020,S,907090,0,29.8263308,-95.5307746,1209351.4921875,4989.72324118283,24,27.3997002,29.0,0.70832,1749.0,19.7859993,95.569397,1749.0,1.0,1.0,4.0,28.9698009,38.9127998,,,,2552.0,2076.5759569556967,1848.559773446836,703.4402265531639,38.05342064982432,12.334801762114529,22.894613676510286,0.90709,2037.901171269484,2289.272240853385,2813.3922764003573
250,250,48,201,551101,48201551101,5511.01,Census Tract 5511.01,G5020,S,1828700,0,29.9871263,-95.4877052,2445856.6015625,7094.59907485024,33,35.2944984,37.0,0.71948,1880.0,20.9181995,97.4644012,1880.0,0.0,0.0,4.0,21.5144997,42.3320999,,,,4298.0,4208.865752506954,4018.4372897674552,279.56271023254476,6.9570006963757525,4.738868595122922,2.1177735935139896,1.8287,2197.4283861581753,2301.5616298501413,2350.303494285558
251,251,48,201,554905,48201554905,5549.05,Census Tract 5549.05,G5020,S,9803923,196112,30.0607627,-95.5315074,13394611.4726563,22667.76921312449,37,42.8180008,47.0,1.57735,5162.0,31.2961998,207.6920013,5162.0,1.0,2.0,4.0,24.5617008,41.3328018,,,,6631.0,8160.8785955475905,7888.585179613528,-1257.5851796135285,-15.941834321108757,3.451739567162816,-18.74649374617901,9.803923,804.6355708437866,832.409495214068,676.3619012511625
252,252,48,201,541005,48201541005,5410.05,Census Tract 5410.05,G5020,S,1636970,8947,29.9119752,-95.6324988,2198083.6328125,8129.846139935421,36,39.0139008,46.0,0.56075,2819.0,16.6576996,116.8059998,2819.0,0.0,0.0,4.0,29.4808998,40.8535004,,,,4875.0,3375.639503957097,2596.9527043990724,2278.0472956009276,87.72001475968587,29.984635385888193,44.41707991286617,1.63697,1586.4387889815162,2062.126675477924,2978.0631288294835
253,253,48,201,541004,48201541004,5410.04,Census Tract 5410.04,G5020,S,3696359,10523,29.9232994,-95.640396,4951114.15234375,11603.3561832763,35,40.1099014,49.0,1.1068799,2080.0,20.3448009,109.2789993,2080.0,0.0,0.0,4.0,26.1173,45.7447014,,,,5626.0,7622.360496042903,5864.047295600928,-238.047295600928,-4.05943682922724,29.984635385888183,-26.190843336251284,3.696359,1586.4387889815162,2062.1266754779235,1522.0383085084538
254,254,48,201,554804,48201554804,5548.04,Census Tract 5548.04,G5020,S,8404497,164954,30.0619957,-95.5594107,11476877.2421875,14453.4066126537,34,44.7883987,51.0,1.65923,13011.0,34.8238983,313.3420105,13011.0,1.0,2.0,4.0,28.2313995,50.2552986,,,,4181.0,4175.320690851337,3226.834565912113,954.1654340878872,29.569704135674467,29.393701646775316,0.1360209087916881,8.404497,383.9414263473606,496.79602370627737,497.4717701725636
255,255,48,201,350102,48201350102,3501.02,Census Tract 3501.02,G5020,S,4534678,34272,29.5644702,-95.2310779,6060084.00390625,14314.5531528937,5,11.0620003,16.0,1.63262,4062.0,20.7418003,141.723999,4062.0,1.0,2.0,4.0,37.3860016,56.6542015,,,,5535.0,3864.128111482218,3179.340170175504,2355.659829824496,74.09272690988772,21.538681130459615,43.240592452222344,4.534678,701.1170738419584,852.1284447279868,1220.5938326822763
256,256,48,201,555002,48201555002,5550.02,Census Tract 5550.02,G5020,S,3599259,2230,30.062073,-95.4871411,4824282.26953125,8985.2988587514,35,40.3406982,43.0,0.93434,2967.0,24.5797997,134.1690063,2967.0,0.0,0.0,4.0,25.2238007,40.153801,,,,5909.0,4900.8007559795205,5062.322845753035,846.6771542469651,16.725072265141545,-3.1906714505381872,20.572132886454618,3.599259,1406.4902930722783,1361.6138088366301,1641.7268109908177
257,257,48,201,554906,48201554906,5549.06,Census Tract 5549.06,G5020,S,1959176,8049,30.0530825,-95.5008906,2634622.9609375,7404.630960503049,36,40.8737984,43.0,0.822106,5748.0,18.6886005,174.1029968,5748.0,1.0,1.0,16.0,34.9258995,49.9984016,,,,4236.0,1630.8367051955167,1576.4226991434464,2659.577300856554,168.70965524041506,3.451739567162815,159.74396985945674,1.959176,804.6355708437866,832.4094952140679,2162.1334683560844
258,258,48,201,553804,48201553804,5538.04,Census Tract 5538.04,G5020,S,2728600,21917,30.0349909,-95.5302634,3682194.2773437514,8771.3204992987,31,39.7261009,45.0,2.18628,7680.0,31.8962002,247.5650024,7680.0,0.0,0.0,4.0,21.0617008,39.0956993,,,,5419.0,4140.697669034925,3580.2834983051553,1838.7165016948447,51.356729224522624,15.652787579393083,30.87166543272429,2.7286,1312.1320451166,1517.5172868998477,1986.0001465953235
259,259,48,201,553803,48201553803,5538.03,Census Tract 5538.03,G5020,S,2671009,23175,30.0369524,-95.5207019,3607050.1523437514,9149.86073005184,30,39.1091003,44.0,2.01878,3183.0,35.8185997,186.0460052,3183.0,0.0,0.0,1.0,32.6786995,48.2681007,,,,4170.0,4053.3023309650757,3504.716501694845,665.2834983051548,18.98251964127285,15.652787579393085,2.8790763556771006,2.671009,1312.1320451166,1517.5172868998477,1561.207768300294
260,260,48,201,240804,48201240804,2408.04,Census Tract 2408.04,G5020,S,896201,0,30.0274141,-95.425315,1199617.09765625,4431.8541038289295,25,32.7761002,40.0,1.80255,2698.0,25.9617996,127.6350021,2698.0,0.0,0.0,64.0,33.7549019,40.2005997,,,,2494.0,2167.8614599520397,1826.5385917893782,667.4614082106218,36.54242024838576,18.68686868686868,15.044251953959067,0.896201,2038.0903299476101,2418.9455936246886,2782.8578633587776
261,261,48,201,241302,48201241302,2413.02,Census Tract 2413.02,G5020,S,9525933,62728,30.0584637,-95.4162491,12841803.7460938,19512.7298814552,18,31.7549,44.0,3.31267,4520.0,25.3862991,149.2250061,4520.0,1.0,2.0,4.0,22.9223003,39.110199,,,,8035.0,6627.730942375743,5602.010677484259,2432.989322515741,43.43064414879594,18.309859154929587,21.233044459101322,9.525933,588.0799998786742,695.7566195747695,843.4869319362208
262,262,48,201,555704,48201555704,5557.04,Census Tract 5557.04,G5020,S,7912092,4911,30.0131548,-95.7659789,10594293.6757813,15898.9492325959,55,59.896801,69.0,1.1901799,14557.0,40.526001,265.6459961,14557.0,0.0,0.0,64.0,40.5432014,49.1567993,,,,8210.0,7521.009875163556,5335.887401592738,2874.1125984072623,53.86381649562833,40.95143523678122,9.160872492824122,7.912092,674.3965314853186,950.5715903156278,1037.6522416574528
263,263,48,201,554404,48201554404,5544.04,Census Tract 5544.04,G5020,S,5949674,113755,29.977581,-95.640576,8107768.351562499,14082.8258691378,33,41.764801,55.0,1.89315,4013.0,21.3773003,123.3789978,4013.0,2.0,2.0,1.0,34.3213997,52.7046013,,,,4470.0,6174.985773848777,5012.9176465778855,-542.9176465778855,-10.830372347100361,23.181472531554316,-27.611169260817338,5.949674,842.5533309182798,1037.8695998887968,751.3016679569334
264,264,48,201,555505,48201555505,5555.05,Census Tract 5555.05,G5020,S,7484349,53228,30.0146297,-95.6149184,10087481.3359375,17264.9398445327,37,45.6175995,52.0,1.67941,3220.0,21.6422005,120.6230011,3220.0,2.0,2.0,4.0,33.2905998,51.6295013,,,,8717.0,4453.803492351524,3234.6826019217447,5482.317398078256,169.485481970354,37.68904218625631,95.72035486005667,7.484349,432.19291376200454,595.0822833557768,1164.697156693254
265,265,48,201,250305,48201250305,2503.05,Census Tract 2503.05,G5020,S,2370769,0,29.9688045,-95.2133443,3170159.58203125,10342.5841849143,18,21.2544994,24.0,0.904717,5331.0,25.4067001,147.7440033,5331.0,0.0,0.0,4.0,21.6888008,37.4925995,,,,5765.0,5071.771036705146,4213.40925338334,1551.59074661666,36.825066194809885,20.37214359446681,13.6683804982097,2.370769,1777.2331481402616,2139.2936370878588,2431.7004313790167
266,266,48,201,250901,48201250901,2509.01,Census Tract 2509.01,G5020,S,3415734,1170962,30.0439916,-95.1642092,6141428.61328125,11854.4935915399,13,15.2228003,22.0,1.86889,19776.0,90.1363983,837.026001,19776.0,1.0,2.0,1.0,22.0226002,39.6612015,,,,3432.0,3050.9735870131126,2588.92996334683,843.0700366531701,32.56442038174313,17.84689544359004,12.48868278010595,3.415734,757.9424988441225,893.2117041353666,1004.7620804196112
267,267,48,201,521402,48201521402,5214.02,Census Tract 5214.02,G5020,S,930581,0,29.824482,-95.503472,1240623.40234375,5381.08654956712,19,23.4827003,25.0,0.735716,4872.0,46.2588005,222.7449951,4872.0,2.0,2.0,4.0,24.8969002,35.0544014,,,,3394.0,4532.073182573228,4791.643495880137,-1397.6434958801374,-29.16835313565864,-5.417145777437076,-25.11153586286643,0.930581,5149.088038419157,4870.154433169416,3647.1838561070986
268,268,48,201,520501,48201520501,5205.01,Census Tract 5205.01,G5020,S,4621018,0,29.8148906,-95.4713169,6159437.43359375,15487.7961344056,17,21.9601002,29.0,1.09446,4547.0,30.5384998,176.9259949,4547.0,1.0,2.0,1.0,33.9452019,45.2778015,,,,3617.0,5539.666561697871,4242.509519019292,-625.5095190192924,-14.743856583352736,30.575229987425743,-34.707261534322136,4.621018,918.0898059733357,1198.797875640794,782.7279616742458
269,269,48,201,521701,48201521701,5217.01,Census Tract 5217.01,G5020,S,4084021,370,29.8582185,-95.5307509,5448750.98828125,14649.1548249866,24,27.8572006,35.0,1.2909499,6689.0,21.2254009,107.5550003,6689.0,1.0,1.0,1.0,31.8089008,44.5516014,,,,4850.0,5000.889093579472,4414.080423913469,435.9195760865314,9.87566002932159,13.294018534119633,-3.017245348895953,4.084021,1080.8172690379085,1224.5013171037738,1187.5551080662906
270,270,48,201,551901,48201551901,5519.01,Census Tract 5519.01,G5020,S,377313,0,29.9034698,-95.5860688,503813.484375,3924.05291993594,32,34.7624016,36.0,0.502166,1455.0,29.7523003,103.1689987,1455.0,0.0,0.0,1.0,13.2168999,30.4123001,,,,2500.0,1286.932152924516,1045.8957444527337,1454.1042555472663,139.02956038014366,23.04593070104755,94.26043512230405,0.377313,2771.957882322458,3410.781374944717,6625.798740038112
271,271,48,201,240903,48201240903,2409.03,Census Tract 2409.03,G5020,S,3197800,63459,30.0272748,-95.3003066,4365049.00390625,9143.66011696415,13,23.7917995,30.0,4.9965,63655.0,270.8389893,3813.0600586,63655.0,2.0,2.0,1.0,36.1231003,44.7890015,,,,6551.0,3443.0316816825784,2821.461575254362,3729.538424745638,132.1846257789072,22.030075187969928,90.26836246823572,3.1978,882.3133326832078,1076.6876232668017,2048.5959096879105
272,272,48,201,240904,48201240904,2409.04,Census Tract 2409.04,G5020,S,8861408,111387,30.0122897,-95.2792805,12007997.1757813,16738.1348211641,13,23.0657997,32.0,4.3758101,111673.0,133.8040009,3088.6298828,111673.0,1.0,2.0,1.0,37.4487,53.5042992,,,,9748.0,9540.968318317422,7818.538424745638,1929.4615752543623,24.678034057460476,22.030075187969935,2.1699231647704353,8.861408,882.3133326832076,1076.6876232668014,1100.0509174162842
273,273,48,201,241104,48201241104,2411.04,Census Tract 2411.04,G5020,S,4721163,0,30.0555703,-95.3649226,6323132.4375,12982.2156967599,21,29.8703995,36.0,2.0013399,8342.0,34.8446007,242.0410004,8342.0,1.0,1.0,4.0,27.3572998,40.3101006,,,,8835.0,8680.37614363329,8199.923088087802,635.0769119121978,7.744913032596454,5.859238560950061,1.7813036417796329,4.721163,1736.8438853070318,1838.6097119784447,1871.3609337360308
274,274,48,201,241001,48201241001,2410.01,Census Tract 2410.01,G5020,S,3505833,74615,30.0351908,-95.3443265,4793471.75,12020.8449493587,14,24.0960999,30.0,3.3638799,7703.0,34.5154991,292.0130005,7703.0,2.0,2.0,16.0,21.2406998,39.3017006,,,,3789.0,1724.5553494500632,1740.1047866974477,2048.8952133025523,117.74550756745859,-0.8935920047031103,119.70880790855799,3.505833,496.3456008022766,491.9102961978118,1080.7702477556688
275,275,48,201,350804,48201350804,3508.04,Census Tract 3508.04,G5020,S,10629779,266013,29.5123709,-95.1496765,14437280.0234375,20616.8005462132,0,5.1729999,11.0,2.0647199,95552.0,244.227005,3726.6999512,95552.0,1.0,2.0,4.0,24.4384995,40.7130013,,,,6294.0,5689.641493751647,4312.5216193284405,1981.4783806715595,45.94709442825058,31.933054393305426,10.622084131523186,10.629779,405.7019077563551,535.2549186348698,592.1101464103816
276,276,48,201,554808,48201554808,5548.08,Census Tract 5548.08,G5020,S,2015407,66058,30.0372701,-95.5754111,2786767.5859375,10374.5056581618,42,45.4968987,49.0,1.54168,3629.0,20.6462002,128.4109955,3629.0,1.0,1.0,4.0,29.0042,47.1049004,,,,3133.0,999.117153368122,771.1294818057214,2361.8705181942787,306.2871507212493,29.565420197465603,213.57684025725607,2.015407,382.6172489257611,495.73964631864527,1554.5247188285045
277,277,48,201,550202,48201550202,5502.02,Census Tract 5502.02,G5020,S,1718687,0,29.9568578,-95.4315035,2297336.24609375,7346.135866867289,22,28.8486004,31.0,1.13415,2801.0,21.5396996,120.8789978,2801.0,1.0,1.0,4.0,24.8206005,41.0307007,,,,2320.0,2804.3618409947676,2200.1449708758164,119.8550291241836,5.447596895238801,27.462593516209495,-17.271731269277076,1.718687,1280.1312693211833,1631.6885162887527,1349.867660603705
278,278,48,201,550201,48201550201,5502.01,Census Tract 5502.01,G5020,S,787306,619,29.9602099,-95.4216347,1053309.640625,4856.58121589915,21,27.7080994,36.0,1.43726,6105.0,76.3613968,504.2550049,6105.0,0.0,0.0,16.0,25.6795998,43.531601,,,,1786.0,1284.6381590052329,1007.8550291241836,778.1449708758164,77.20802579633074,27.462593516209484,39.02747536185595,0.787306,1280.1312693211835,1631.688516288753,2268.495349965579
279,279,48,201,551705,48201551705,5517.05,Census Tract 5517.05,G5020,S,2384393,1237,29.9183115,-95.5761904,3186339.33203125,8190.13644322728,30,35.0964012,39.0,1.15728,5509.0,46.1926994,306.4909973,5509.0,1.0,2.0,1.0,25.4612007,39.8865013,,,,5386.0,4436.323275095509,4608.376385406493,777.6236145935072,16.8741341756727,-3.7334865020103387,21.40684224334497,2.384393,1932.72517802497,1860.5671443824524,2258.8558178119124
280,280,48,201,521702,48201521702,5217.02,Census Tract 5217.02,G5020,S,1407194,469,29.8450801,-95.5069575,1877425.90234375,6549.21100464071,23,25.6944008,33.0,0.846105,4633.0,31.1907997,184.7910004,4633.0,1.0,1.0,1.0,34.4385986,44.3736,,,,2825.0,1723.110906420528,1520.9195760865307,1304.0804239134693,85.74289163066669,13.294018534119639,63.947659403332345,1.407194,1080.8172690379085,1224.5013171037738,2007.5412487546137
281,281,48,201,552304,48201552304,5523.04,Census Tract 5523.04,G5020,S,2464130,8723,29.9619098,-95.5989319,3305777.73828125,8465.03678357623,31,39.1677017,41.0,1.31882,3508.0,24.1063004,138.5859985,3508.0,2.0,2.0,64.0,36.5778008,43.9276009,,,,2007.0,3426.099933264623,3105.4974018409703,-1098.4974018409703,-35.372671739791826,10.323709536307975,-41.42027263963685,2.46413,1260.2814794028604,1390.3892786762967,814.4862486962944
283,283,48,201,550308,48201550308,5503.08,Census Tract 5503.08,G5020,S,1412829,0,29.9894493,-95.428432,1889727.12109375,6422.44605292042,30,32.0182991,36.0,0.586522,2432.0,27.3057003,132.0700073,2432.0,0.0,0.0,4.0,16.5438995,27.0049992,,,,2974.0,3764.8089716476725,3632.5009803069033,-658.5009803069033,-18.128033106580684,3.642338764891144,-21.00528811961405,1.412829,2571.0832523305394,2664.7308143077985,2104.996429150308
284,284,48,201,252001,48201252001,2520.01,Census Tract 2520.01,G5020,S,7393339,5216,29.9421567,-95.1870929,9886238.1953125,15147.900487711,13,16.7439003,26.0,0.824739,15288.0,54.2975998,428.1669922,15288.0,0.0,0.0,4.0,21.5949001,35.1158981,,,,7486.0,2711.768152409718,1621.7324400563714,5864.267559943629,361.6051214798285,67.21427563695136,176.05604827786726,7.393339,219.3504775117672,366.7853120774954,1012.5330381847768
